CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-19-0016-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO NUESTRA SEÑORA DE LOS MEDALLA MILAGROSA,12 AVENIDA 1-69 COLONIA LA FLORIDA,24334766,NOEMI SANDOVAL CONDE,ANA DEL CARMENSANTIZO MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0021-46,01-409,CIUDAD CAPITAL,ZONA 19,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA JORNADA NOCTURNA,9 AV. 5-05 COLONIA LA FLORIDA,59996502,DELMY CONSUELO GARCIA DONIS DE GOMEZ,NATALIO MIGUEL RIVERA MARCOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0077-46,01-620,CIUDAD CAPITAL,ZONA 19,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""",8VA. CALLE 11-25 Z. 19 COL. LA FLORIDA,24378357,NOEMI SANDOVAL CONDE,JUAN ENRIQUE MARTINEZ SOLANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0081-46,01-620,CIUDAD CAPITAL,ZONA 19,"CENTRO EDUCATIVO "" LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2""",8VA. 11-22 Z. 19 COL. LA FLORIDA,24378357,NOEMI SANDOVAL CONDE,ANNY VICTORIA PERDOMO VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-0085-46,01-620,CIUDAD CAPITAL,ZONA 19,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3""",10 AVENIDA 02-79 COLONIA LA FLORIDA ZONA 19,24378357,NOEMI SANDOVAL CONDE,NORMA VERÓNICA GIL VALECILLOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-1099-46,01-102,CIUDAD CAPITAL,ZONA 19,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO NUESTRA SEÑORA DE LA MEDALLA MILAGROSA,12 AVE 1-69 COLONIA LA FLORIDA ZONA 19,Sin especificar,ZIZI ARELY LOPEZ CHINCHILLA,JORGE GRANADOS GUZMAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-4440-46,01-409,CIUDAD CAPITAL,ZONA 19,INSTITUTO NUESTRA CULTURA,8A. AVENIDA 1-41 COLONIA LA FLORIDA,24375834,DELMY CONSUELO GARCIA DONIS DE GOMEZ,GLENDA EUNISSE VÉLIZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-19-7319-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PROFESOR EFRAIN URIZAR LEAL LA EDUCACION,7A. AVE. 3-20 COLONIA LA FLORIDA,24310333,NOEMI SANDOVAL CONDE,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-8013-46,00-000,CIUDAD CAPITAL,ZONA 19,COLEGIO TECNOLOGICO INDUSTRIAL,11 AVE.,5972296-5926180,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-9317-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO 'BELEN',6A. AVENIDA 0-79 COLONIA LA FLORIDA,22027878,NOEMI SANDOVAL CONDE,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-19-9793-46,99-001,CIUDAD CAPITAL,ZONA 19,INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO EXPERIMENTAL DE EDUCACION MEDIA SIMON BOLIVAR,13-58 COLONIA 1O. DE JULIO,Sin especificar,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-21-0001-46,01-208,CIUDAD CAPITAL,ZONA 21,"LICEO MIXTO CRISTIANO ISRAEL, SOCIEDAD ANONIMA",11 CALLE 4-17 RESIDENCIALES EUREKA 0372,20107822,LILIAN NINETH TEOS REYES,MARÍA REYNA GARCÍA OLIVA DE DURANTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
05-11-0062-46,05-017,ESCUINTLA,PALIN,"COLEGIO ""FUENTE DE SABIDURÍA""","MANZANA A LOTE 10, 53, 54, 55 RESIDENCIALES VALLE DE LAS FLORES",53164061,ESTHER AVIGAIL YUMAN ALVIZURES DE LOPEZ,BERNA ISABEL ÁVILA MANCIO DE MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-13-0086-46,05-019,ESCUINTLA,NUEVA CONCEPCION,"""LICEO CRISTIANO NAZARETH""",LOTE NO. 100 CALLE PANAMÁ.,78828062,JAIME ANTULIO ESTRADA SOTO,MANUEL CHINCHILLA CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-13-1918-46,00-000,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO DE COMPUTACION 'INFORMATICA' ICI.,CALLE NICARAGUA LOTE # 75,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
01-08-7496-46,01-608,GUATEMALA,MIXCO,COLEGIO MIXTO SAN MARCOS LA COMUNIDAD,4A. AVENIDA 24-86 SAN JOSE LA COMUNIDAD ZONA 10,24350705,EDGAR ALBERTO SIMON CHALI,SANDRA JUDITH IXTECOC LIQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-8511-46,01-621,GUATEMALA,MIXCO,COLEGIO PRACBIL,6TA. CALLE 8-23 ZONA 1,57080806,MARTA LUZ BETETA ORTIZ DE JORDAN,LIDIA DUBILIA PATZAN RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-8620-46,01-616,GUATEMALA,MIXCO,LICEO TECNICO 'LA ILUMINACION',13 AV. 18-59 SAN JOSE LAS ROSAS ZONA 6,24317352,RENE SAZO NAVICHOQUE,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-8891-46,01-410,GUATEMALA,MIXCO,COLEGIO MIXTO 'EL ATENEO'(POR MADUREZ),23 CALLE 4-40 ZONA 1,24844317,CEDWIN EUGENIO CRUZ BUCARO,JORGE GRANADOS GUZMÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-08-9150-46,01-604,GUATEMALA,MIXCO,ESCUELA NORMAL CENTRAL DE EDUCACION FISICA,8A. CALLE 28-41 ZONA 4 EL NARANJO,24360853,EMORA EMPERATRIZ CRUZ DE FUENTES,SANDRA CAROLINA CEREZO DÁVILA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-08-9376-46,01-603,GUATEMALA,MIXCO,LICEO MIXTO EN COMPUTACION 'MONTELIMAR NO.2',8A. AVENIDA 9-42 ZONA 1,55340848,ROSA ALBELIA ARDON DE MOTTA,SCECIA ESTHER SIGUENSA CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-09-0042-46,01-603,GUATEMALA,SAN PEDRO SACATEPEQUEZ,"COLEGIO MIXTO ""MONTE REAL""",LOTE 18 KM 22.5 CARRETERA A SAN PEDRO SACATEPEQUEZ,47115341,ROSA ALBELIA ARDON DE MOTTA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0101-46,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ESFUERZO ESTUDIANTIL,"SECTOR 3-387 C, ALDEA CRUZ BLANCA",66302153,CESAR AUGUSTO LUNA ORTIZ,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0117-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI-PC VILLAS,"LOTE 14 MANZANA 61 COLONIA VILLAS DEL QUETZAL, CIUDAD QUETZAL",34022767,VINICIO ARNOLDO NAJERA CARDONA,ANGELICA MARINA ARÉVALO CERÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0180-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO TEMÁTICO INTEGRAL,8VA. AVENIDA 3-07 ZONA 2,66302046,LESBIA MARICELA COTZOJAY PATZAN,SHERLIN ANGELICA GARCÍA PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0197-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO ENSENADA DEL QUETZAL,"KILOMETRO 26.5 CARRETERA A SAN RAYMUNDO, RESIDENCIALES ENSENADA DEL QUETZAL",34596724,VINICIO ARNOLDO NAJERA CARDONA,ROSALINDA CRISTINA OROZCO MONZÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0198-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,"CENTRO EDUCATIVO ""OPORTUNIDAD PARA LOS NIÑOS Y EL ARTESANO 3000"" (KINDERCHANCE Y HANDWERK 3000)","CALLE DE LA ESCUELA POLITÉCNICA, LOTE NO. 55 ALDEA LA COMUNIDAD DE RUIZ",66303915,CRISTOBAL DE JESUS SANTIZO ROSALES,OLGA MARINA SARAVIA PORTILLO DE CEBALLOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0200-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDÉN,48429717,CEDWIN EUGENIO CRUZ BUCARO,OSCAR RODOLFO GARZA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0202-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,"COLEGIO MIXTO MARIANO ""TOTUS TUUS""",9NA. AVENIDA 7-07 ZONA 1,66303803,LESBIA MARICELA COTZOJAY PATZAN,MARIA ELENA ALQUIJAY PIRIR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0212-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO - CENCA,"FINCA SAN GABRIEL BUENA VISTA, SAN ANTONIO LAS TROJES.",56326233,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,CHRISTIE SANDY CRUZ ORTILZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0216-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO INTERCULTURAL MONTUFAR,"DIAS DEL CAMPO, KILOMETRO 42.5 CARRETERA PRINCIPAL, ALDEA MONTUFAR",53456740,CRISTOBAL DE JESUS SANTIZO ROSALES,JOSUE EMANUEL PATZAN TOXCON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0219-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO MACEDONIA,"GRANJA ALEJANDRA LOTE 3, ENTRADA A LO DE MEJIA, CIUDAD QUETZAL",57241684,VINICIO ARNOLDO NAJERA CARDONA,ANGELA EUGENIA CALLEJAS PAREDES DE ROJAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0232-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO EL BUEN PASTOR,LOTE 36 Y 37 CALLE EL JOCOTILLO LO DE CARRANZA,47619570,CEDWIN EUGENIO CRUZ BUCARO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0244-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO BILINGUE BETHEL,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,VINICIO ARNOLDO NAJERA CARDONA,JOESSELLINE HAYDEE MUÑOZ MAYEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0251-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE EDUCACIÓN EXTRAESCOLAR- CEEX- GROUP OF GOOD SAMARITAN,"MANZANA G, LOTE 8 ZONA 0, PRADOS DE CIUDAD QUETZAL",55582135,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,KELITA BETSABÉ NORIEGA MORALES,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE
01-10-0268-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL MIXTO BELLO AMANECER,"SECTOR IV SECCIÓN ""B"" CASERÍO LO DE CARRANZA",47619570,MARIO ALEJANDRO NAJARRO GARCIA SALAS,NORMA FLORIDALMA MUÑOZ PINTO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-0279-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,LOTE 14 MANZANA 61 VILLAS DEL QUETZAL,46439849,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,ANGÉLICA MARINA ARÉVALO CERÓN DE PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-7345-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO PRIVADO VALLE DEL QUETZAL,LOTE 19 MANZANA D SECTOR II; COLONIA VILLA VERDE CIUDAD QUETZAL,66391458,IXMUCANE ALDANA VILLAVICENCIO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-7378-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO LA ESTRELLA,CASERIO SANJUANERITOS COLONIA GRANJA LA ESTRELLA,58567861,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MIRNA SUSANACATALAN DE GUEVARA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-8250-46,00-000,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO LA FE DE MARIA (POR MADUREZ),LOTE 19 MANZANA A COLONIA LINDA VISTA I,52025056,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-8313-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION C.E.I.-P.C.,"LOTE 19, MANZANA A, LINDA VISTA I",52159572,MARIO ALEJANDRO NAJARRO GARCIA SALAS,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-10-8717-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO UTZILAL,MANZANA D LOTE 15 SECTOR I VILLA VERDE,58088939,IXMUCANE ALDANA VILLAVICENCIO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-8829-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,"LICEO ""TECNOLOGICO BAUTISTA""","GRANJA 2 Y 3, MANZANA 6 , COLONIA LA ESTRELLA, CIUDAD QUETZAL",53070705,IXMUCANE ALDANA VILLAVICENCIO,OSCAR RODOLFO GARZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-9036-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL (MADUREZ),LOTIFICACION LAS FUENTES CIUDAD QUETZAL,55137300,CEDWIN EUGENIO CRUZ BUCARO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-9037-46,01-403,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL,LOTIFICACION LAS FUENTES CIUDAD QUETZAL,55137300,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-11-0039-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO CRISTIANO MAÑANA GLORIOSA,ALDEA LLANO DE LA VIRGEN,51663394,RONY ESTUARDO AREVALO CASTILLO,WILMER HARMODIO AVALOS PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-11-0041-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO MIXTO EL JARDIN,1RA. CALLE 7-16 ZONA 2,66308764,RONY ESTUARDO AREVALO CASTILLO,CARMEN ELIZABETH VARGAS GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01-12-0019-46,01-614,GUATEMALA,CHUARRANCHO,INSTITUTO NACIONAL DE EDUCACION PROFESOR JERVIN ARSENIO FIGUEROA DUBON,CANTON CENTRAL,49738849,JERVIN ARSENIO FIGUEROA DUBON,ZOILA XOT TOCAY,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01-12-0020-46,01-407,GUATEMALA,CHUARRANCHO,CENTRO EDUCATIVO CARMELITANO -CEC-,"CALLE REAL, CASA NO. 16 ALDEA TRAPICHE GRANDE",49770787,CARLOS HUMBERTO GONZALEZ DE LEON,LILIAN ELIZABETH GARCIA SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01-13-0018-46,01-508,GUATEMALA,FRAIJANES,COLEGIO INTERNACIONAL S.E.K GUATEMALA,"KM. 20.5 CARRETERA A BRISAS PAVON, CARRETERA A LO DE DIEGUEZ",66702600,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0032-46,01-508,GUATEMALA,FRAIJANES,COLEGIO JULIO VERNE,"1A. AVENIDA 2-62 ZONA 1 ALDEA DON JUSTO, KILOMETRO 18.5, CARRETERA A SAN JOSE PINULA",66611800,MANUEL MARIA CANO CASTRO,EUGENIA REICHE CAAL DE MUÑOZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0035-46,01-508,GUATEMALA,FRAIJANES,LICEO TECNOLOGICO EN CIENCIAS DE LA INFORMATICA,"1A. AVENIDA 0-10 ZONA 1, ALDEA LO DE DIEGUEZ",66403197,MANUEL MARIA CANO CASTRO,CÉSAR ARMANDO CORONADO FRANCO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0050-46,01-508,GUATEMALA,FRAIJANES,COLEGIO INGLÉS AMERICANO EAS DE GUATEMALA,"KILOMETRO 18.5, CARRETERA A LO DE DIÉGUEZ",66621212,MANUEL MARIA CANO CASTRO,ALBERTO JOSÉ MONTES MONTERROJAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0053-46,01-508,GUATEMALA,FRAIJANES,CENTRO ESCOLAR FAMORE,"KILOMETRO 16.5, CARRETERA A EL SALVADOR, FINCA EL PORVENIR ALDEA DON JUSTO",66346820,MANUEL MARIA CANO CASTRO,GLENDA LIZETHE ARAÚZ HERNÁNDEZ DE PINZÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0060-46,01-508,GUATEMALA,FRAIJANES,"COLEGIO ""MARIANO Y RAFAEL CASTILLO CÓRDOVA""","KM. 16.5 CARRETERA A EL SALVADOR, CRUCE A PAVÓN, CALLE OLMECA FINCA EL PORVENIR, LOTE 10",66346670,MANUEL MARIA CANO CASTRO,LUIS FELIPE ALDANA BERGES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0083-46,01-632,GUATEMALA,FRAIJANES,COLEGIO WALDORF,"KM. 19.5 CARRETERA A FRAIJANES, INTERIOR HACIENDA SANTA LUCIA",66255200,ALMA ROSA MARQUEZ ROSALES,MIRIAM ARGELIA CHAPAZ BURRERO DE QUIM,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-0085-46,01-508,GUATEMALA,FRAIJANES,COLEGIO CDS MUNICIPAL,1A. AVENIDA 2-40 ZONA 1 ALDEA DON JUSTO,66104010,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-7503-46,01-508,GUATEMALA,FRAIJANES,COLEGIO 'NALEB',3A. CALLE 2-42 ZONA 2 ALDEA DON JUSTO,66371705,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-7587-46,01-508,GUATEMALA,FRAIJANES,COLEGIO INTERNACIONAL DE GUATEMALA,KM. 16.5 CARRETERA A EL SALVADOR,66372768,MANUEL MARIA CANO CASTRO,INGRID TAMARA ORTIZ DE WEST,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-9270-46,01-508,GUATEMALA,FRAIJANES,CENTRO ESCOLAR SOLALTO,KILOMETRO 22.5 CARRETERA A FRAIJANES,66860500,MANUEL MARIA CANO CASTRO,JULIO CÉSAR MEDINA MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-13-9526-46,01-632,GUATEMALA,FRAIJANES,INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMBIO INTEGRAL,KM. 21.5 CARRETERA A EL SALVADOR FINCA PAVON,24106060,ALMA ROSA MARQUEZ ROSALES,Sin especificar,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-14-0025-46,01-629,GUATEMALA,AMATITLAN,"COLEGIO ""FORMACION INTEGRAL DE AMATITLAN""","2A. AVENIDA, 8-28, CANTON SAN ANTONIO",66332950,BRENDA ISOLDA CONTRERAS ALVA DE LOPEZ,CLAUDIA ROSELIA CIFUENTES ALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0070-46,01-202,GUATEMALA,AMATITLAN,LICEO CRISTIANO ANTIOQUIA,"5A. AVENIDA FINAL 15-57, CANTON INGENIO",66331286,ELSA PATRICIA DE LEON MEJIA,EVELYN EUNICE DIAZ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
